Ders Adı,Sınıf,Kazanım Kodu,Ünite/Konu/Kazanım/Alt Kazanım
Matematik,5,5.24.4.1.1,"Dikdörtgenin çevre uzunluğu ve alanı ile ilgili problemlerde ilgili matematiksel bileşenleri (şekil, uzunluk, alan ölçüleri gibi) belirler."
Matematik,5,5.24.4.1.2,Matematiksel bileşenler arasındaki ilişkileri belirler.
Matematik,5,5.24.4.1.3,Problem bağlamındaki temsilleri farklı temsillere dönüştürür.
Matematik,5,5.24.4.1.4,Matematiksel temsillere dönüştürdüğü problemi kendi ifadeleri ile açıklar.
Matematik,5,5.24.4.1.5,Problemin sonucuna ilişkin tahminde bulunur ve işlemleri gerçekleştirmek için stratejiler geliştirir.
Matematik,5,5.24.4.1.6,Belirlediği stratejileri çözüm için uygular.
Matematik,5,5.24.4.1.7,Çözüm yollarını kontrol eder ve çözüme ulaştırmayan stratejiyi değiştirir.
Matematik,5,5.24.4.1.8,Problemin çözümü için kullandığı veya geliştirdiği stratejileri gözden geçirerek alternatif çözüm yollarını değerlendirir.
Matematik,5,5.24.4.1.9,Kullandığı strateji veya stratejileri farklı problemlerin çözümlerine geneller.
Matematik,5,5.24.4.1.10,Genellemenin geçerliliğini matematiksel örneklerle değerlendirir.
Matematik,5,5.25,İstatistiksel Araştırma Süreci
Matematik,5,5.25.1,Kategorik Veri Dağılımları
Matematik,5,5.25.1.1,Kategorik veri ile çalışabilme ve veriye dayalı karar verebilme
Matematik,5,5.25.1.1.1,Kategorik veriye dayanan istatistiksel araştırma gerektiren durumları fark eder.
Matematik,5,5.25.1.1.2,Kategorik veriye dayanan betimleme veya karşılaştırma gerektirebilecek araştırma soruları oluşturur.
Matematik,5,5.25.1.1.3,Kategorik veriye ulaşmak için plan yapar.
Matematik,5,5.25.1.1.4,Kategorik veriye ve araştırma sorusuna uygun anket soruları hazırlar.
Matematik,5,5.25.1.1.5,Anketi kullanarak veri toplar veya hazır veriye ulaşır.
Matematik,5,5.25.1.1.6,"Veri görselleştirme aracını (sıklık tablosu, sütun grafiği, daire grafiği, nokta grafiği gibi) seçme gerekçelerini belirtir."
Matematik,5,5.25.1.1.7,Toplanan veriyi uygun görselleştirme aracı ile analiz eder.
Matematik,5,5.25.1.1.8,Araştırma sonuçlarını elde eder.
Matematik,5,5.25.1.1.9,Araştırmada ulaştığı sonuçlara yönelik gerekçeler sunar.
Matematik,5,5.25.1.1.10,Araştırma sonuçlarının araştırma sorusuna ne düzeyde cevap verdiğini değerlendirir.
Matematik,5,5.25.1.1.11,Araştırma süreci adımlarını değerlendirerek araştırma sürecine uygun olmayan adımları yeniden planlar.
Matematik,5,5.25.2,"Kategorik Veri İçeren İstatistiksel Sonuç, Yorum, Çıkarım ve Tahminler"
Matematik,5,5.25.2.1,Başkaları tarafından oluşturulan kategorik veriye dayalı istatistiksel sonuç veya yorumları tartışabilme
Matematik,5,5.25.2.1.1,Başkaları tarafından oluşturulan kategorik veriye dayalı istatistiksel sonuç veya yorumlara yönelik istatistiksel temellendirme yapar.
Matematik,5,5.25.2.1.2,Başkaları tarafından oluşturulan kategorik veriye dayalı istatistiksel sonuç veya yorumlara yönelik hataları ya da yanlılıkları tespit eder.
Matematik,5,5.25.2.1.3,Başkaları tarafından oluşturulan kategorik veriye dayalı sonuç veya yorumları çürütür ya da kabul eder.
Matematik,5,5.26,Veriden Olasılığa
Matematik,5,5.26.1,Öznel Olasılık
Matematik,5,5.26.1.1,Herhangi bir olayın olasılığının 0 (imkânsız) ile 1 (kesin) arasında (0 ve 1 dâhil) olduğunu (olasılık spektrumu) yorumlayabilme
Matematik,5,5.26.1.1.1,Olayları ve olası durumları inceler.
Matematik,5,5.26.1.1.2,Bir olayın olasılığına dair tahminlerini farklı sayı temsillerine dönüştürür.
Matematik,5,5.26.1.1.3,Kendi ifadeleriyle tahminde bulunduğu bir olayın olasılığının 0 ile 1 arasında (0 ve 1 dâhil) olduğunu ifade eder.
Matematik,5,5.26.2,Olayların Olasılığı
Matematik,5,5.26.2.1,Olayları az ya da çok olasılıklı şeklinde yapılandırabilme
Matematik,5,5.26.2.1.1,Olayların olasılıklarına ilişkin nedensel veya mantıksal ilişkiler ortaya koyar.
Matematik,5,5.26.2.1.2,Kendi öz bilgisi ile elde ettiği ilişkilere dayanarak olayların olasılıklarını az veya çok olasılıklı şeklinde ortaya koyar.
Matematik,6,6.1,SAYILAR VE İŞLEMLER
Matematik,6,6.1.1,Doğal Sayılarla İşlemler
Matematik,6,6.1.1.1,Bir doğal sayının kendisiyle tekrarlı çarpımını üslü ifade olarak yazar ve değerini hesaplar.
Matematik,6,6.1.1.2,İşlem önceliğini dikkate alarak doğal sayılarla dört işlem yapar.
Matematik,6,6.1.1.3,Doğal sayılarda ortak çarpan parantezine alma ve dağılma özelliğini uygulamaya yönelik işlemler yapar.
Matematik,6,6.1.1.3.1,Eşitliklerin anlamlı öğrenilmesi için modellerden yararlanılır.
Matematik,6,6.1.1.3.2,Örneğin aşağıdaki dikdörtgenin alanı hesaplanırken parantez kullanmayla ilgili verilen 5(2+8) = 5.2 + 5.8 ve 5.2 + 5.8 = 5(2+8) gibi durumlar ayrı ayrı incelenebilir.
Matematik,6,6.1.1.4,Doğal sayılarla dört işlem yapmayı gerektiren problemleri çözer ve kurar.
Matematik,6,6.1.2,Çarpanlar ve Katlar
Matematik,6,6.1.2.1,Doğal sayıların çarpanlarını ve katlarını belirler.
Matematik,6,6.1.2.2,"2, 3, 4, 5, 6, 9 ve 10'a kalansız bölünebilme kurallarını açıklar ve kullanır."
Matematik,6,6.1.2.2.1,6   ya kalansız bölünebilme kuralının 2 ve 3   e kalansız bölünebilme kuralından yararlanılarak geliştirilebileceği dikkate alınır.
Matematik,6,6.1.2.3,Asal sayıları özellikleriyle belirler.
Matematik,6,6.1.2.3.1,Eratosthenes (Eratosten) kalburu yardımıyla 100   e kadar olan asal sayılar bulunur.
Matematik,6,6.1.2.4,Doğal sayıların asal çarpanlarını belirler.
Matematik,6,6.1.2.5,"İki doğal sayının ortak bölenleri ile ortak katlarını belirler, ilgili problemleri çözer."
Matematik,6,6.1.3,Kümeler
Matematik,6,6.1.3.1,Kümeler ile ilgili temel kavramları anlar.
Matematik,6,6.1.3.1.1,"Kümelerin farklı gösterimlerine (liste, ortak özellik ve venn şeması yöntemi) yer verilir."
Matematik,6,6.1.3.1.2,"Küme, eleman, eleman sayısı, boş küme, birleşim, kesişim kavramları verilir. Çalışmalarda kavramsal düzeyde kalınır."
Matematik,6,6.1.4,Tam Sayılar
Matematik,6,6.1.4.1,Tam sayıları tanır ve sayı doğrusunda gösterir.
Matematik,6,6.1.4.1.1,Tam sayılara olan ihtiyacın fark edilmesine yönelik çalışmalara yer verilir.
Matematik,6,6.1.4.1.2,"Pozitif ve negatif tam sayıların zıt yön ve değerleri ifade etmede kullanıldığı vurgulanır. Örneğin asansörde katların belirtilmesi, hava sıcaklıkları vb."
Matematik,6,6.1.4.2,Tam sayıları karşılaştırır ve sıralar.
Matematik,6,6.1.4.2.1,Karşılaştırma yaparken büyük sayının küçük sayıya kıyasla sayı doğrusunun daha sağında olduğu vurgulanır.
Matematik,6,6.1.4.2.2,Tam sayıları karşılaştırma ve sıralamayla ilgili gerçek hayat durumlarını içeren çalışmalara yer verilir.
Matematik,6,6.1.4.3,Bir tam sayının mutlak değerini belirler ve anlamlandırır.
Matematik,6,6.1.5,Kesirlerle İşlemler
Matematik,6,6.1.5.1,"Kesirleri karşılaştırır, sıralar ve sayı doğrusunda gösterir."
Matematik,6,6.1.5.2,Kesirlerle toplama ve çıkarma işlemlerini yapar.
Matematik,6,6.1.5.3,Bir doğal sayı ile bir kesrin çarpma işlemini yapar ve anlamlandırır.
Matematik,6,6.1.5.4,İki kesrin çarpma işlemini yapar ve anlamlandırır.
Matematik,6,6.1.5.5,"Bir doğal sayıyı bir kesre ve bir kesri bir doğal sayıya böler, bu işlemi anlamlandırır."
Matematik,6,6.1.5.6,İki kesrin bölme işlemini yapar ve anlamlandırır.
Matematik,6,6.1.5.7,Kesirlerle yapılan işlemlerin sonucunu tahmin eder.
Matematik,6,6.1.5.8,Kesirlerle işlem yapmayı gerektiren problemleri çözer.
Matematik,6,6.1.6,Ondalık Gösterim
Matematik,6,6.1.6.1,Bölme işlemi ile kesir kavramını ilişkilendirir.
Matematik,6,6.1.6.2,Ondalık gösterimleri verilen sayıları çözümler.
Matematik,6,6.1.6.3,Ondalık gösterimleri verilen sayıları belirli bir basamağa kadar yuvarlar.
Matematik,6,6.1.6.4,Ondalık gösterimleri verilen sayılarla çarpma işlemi yapar.
Matematik,6,6.1.6.5,Ondalık gösterimleri verilen sayılarla bölme işlemi yapar.
Matematik,6,6.1.6.6,"Ondalık gösterimleri verilen sayılarla; 10, 100 ve 1000 ile kısa yoldan çarpma ve bölme işlemlerini yapar."
Matematik,6,6.1.6.7,Sayıların ondalık gösterimleriyle yapılan işlemlerin sonucunu tahmin eder.
Matematik,6,6.1.6.8,Ondalık ifadelerle dört işlem yapmayı gerektiren problemleri çözer.
Matematik,6,6.1.7,Oran
Matematik,6,6.1.7.1,Çoklukları karşılaştırmada oran kullanır ve oranı farklı biçimlerde gösterir.
Matematik,6,6.1.7.2,"Bir bütünün iki parçaya ayrıldığı durumlarda iki parçanın birbirine veya her bir parçanın bütüne oranını belirler, problem durumlarında oranlardan biri verildiğinde diğerini bulur."
Matematik,6,6.1.7.3,Aynı veya farklı birimlerdeki iki çokluğun birbirine oranını belirler.
Matematik,6,6.2,CEBİR
Matematik,6,6.2.1,Cebirsel İfadeler
Matematik,6,6.2.1.1,Sözel olarak verilen bir duruma uygun cebirsel ifade ve verilen bir cebirsel ifadeye uygun sözel bir durum yazar.
Matematik,6,6.2.1.1.1,Cebirsel ifadelerde kullanılan harflerin sayıları temsil ettiği ve “değişken” olarak adlandırıldığı belirtilir.
Matematik,6,6.2.1.1.2,En az bir değişken ve işlem içeren ifadelerin  “cebirsel ifadeler” olduğu vurgulanır
Matematik,6,6.2.1.1.3,"Terim, sabit terim, benzer terim ve katsayı kavramları ele alınır."
Matematik,6,6.2.1.2,Cebirsel ifadenin değerini değişkenin alacağı farklı doğal sayı değerleri için hesaplar.
Matematik,6,6.2.1.3,Basit cebirsel ifadelerin anlamını açıklar.
Matematik,6,6.3,GEOMETRİ VE ÖLÇME
Matematik,6,6.3.1,Açılar
Matematik,6,6.3.1.1,"Açıyı, başlangıç noktaları aynı olan iki ışının oluşturduğunu bilir ve sembolle gösterir."
Matematik,6,6.3.1.2,Bir açıya eş bir açı çizer.
Matematik,6,6.3.1.3,"Komşu, tümler, bütünler ve ters açıların özelliklerini keşfeder; ilgili problemleri çözer."
Matematik,6,6.3.2,Alan Ölçme
Matematik,6,6.3.2.1,"Üçgenin alan bağıntısını oluşturur, ilgili problemleri çözer."
Matematik,6,6.3.2.1.1,Noktalı veya kareli kâğıtta üçgenlerde yükseklik çizme çalışmalarına yer verilir. Geniş açılı üçgenlerdeki yükseklikler de ele alınır.
Matematik,6,6.3.2.1.2,Üçgenin alan bağıntısı oluşturulurken dikdörtgenin alan bağıntısından yararlanılabilir.
Matematik,6,6.3.2.2,"Paralelkenarın alan bağıntısını oluşturur, ilgili problemleri çözer."
Matematik,6,6.3.2.2.1,Noktalı veya kareli kâğıtta paralelkenarın bir kenarına ait yüksekliği çizmeye yönelik çalışmalara yer verilir.
Matematik,6,6.3.2.2.2,Paralelkenarın alan bağıntısı oluşturulurken dikdörtgenin alan bağıntısından yararlanılabilir.
Matematik,6,6.3.2.2.3,"Kare ve dikdörtgenin, paralelkenarın özel durumları olduğu vurgulanır."
Matematik,6,6.3.2.3,"Alan ölçme birimlerini tanır, m²-km², m²-cm²-mm² birimlerini birbirine dönüştürür."
Matematik,6,6.3.2.4,Arazi ölçme birimlerini tanır ve standart alan ölçme birimleriyle ilişkilendirir.
Matematik,6,6.3.2.5,Alan ile ilgili problemleri çözer.
Matematik,6,6.3.3,Çember
Matematik,6,6.3.3.1,"Çember çizerek merkezini, yarıçapını ve çapını tanır."
Matematik,6,6.3.3.1.1,Pergel kullanmaya yönelik çalışmalara yer verilir.
Matematik,6,6.3.3.1.2,Çember ile daire arasındaki ilişki belirtilir.
Matematik,6,6.3.3.2,Bir çemberin uzunluğunun çapına oranının sabit bir değer olduğunu ölçme yaparak belirler.
Matematik,6,6.3.3.2.1,"Bu sabit değere π (pi) denildiği vurgulanır. π ile ilgili problemler verildiğinde, kullanılması istenen yaklaşık değer her seferinde “π’yi 3 alınız; 22/7 alınız; 3,14 alınız.” gibi ifadelerle belirtilir."
Matematik,6,6.3.3.3,Çapı veya yarıçapı verilen bir çemberin uzunluğunu hesaplamayı gerektiren problemleri çözer.
Matematik,6,6.3.4,Geometrik Cisimler
Matematik,6,6.3.4.1,"Dikdörtgenler prizmasının içine boşluk kalmayacak biçimde yerleştirilen birimküp sayısının o cismin hacmi olduğunu anlar, verilen cismin hacmini birimküpleri sayarak hesaplar."
Matematik,6,6.3.4.1.1,Öğrencilerin hacmi ölçmeye yönelik stratejiler geliştirmesine fırsat verilir. Örneğin birimküpler sayılırkenoluşan tabakalarda kaçar tane birimküp olduğuna ve toplam kaç tabaka bulunduğuna dikkat çekilir.
Matematik,6,6.3.4.1.2,"Hacmi anlamlandırmaya yönelik çalışmalara yer verilir. Hacmin, herhangi bir cismin boşlukta kapladığıyer olduğu vurgulanır."
Matematik,6,6.3.4.2,"Verilen bir hacim ölçüsüne sahip farklı dikdörtgenler prizmalarını birimküplerle oluşturur, hacmin taban alanı ile yüksekliğin çarpımı olduğunu gerekçesiyle açıklar."
Matematik,6,6.3.4.2.1,"Kare prizma ve küpün, dikdörtgenler prizmasının özel bir hâli olduğu dikkate alınır."
Matematik,6,6.3.4.2.2,Hacim bağıntısının oluşturulması modeller yardımıyla yapılır.
Matematik,6,6.3.4.2.3,"Verilen bir hacim ölçüsüne sahip, prizma olmayan farklı yapılar oluşturmaya yönelik çalışmalara da yer verilir."
Matematik,6,6.3.4.3,"Standart hacim ölçme birimlerini tanır ve cm³, dm³, m³ birimleri arasında dönüşüm yapar."
Matematik,6,6.3.4.4,"Dikdörtgenler prizmasının hacim bağıntısını oluşturur, ilgili problemleri çözer."
Matematik,6,6.3.4.5,Dikdörtgenler prizmasının hacmini tahmin eder.
Matematik,6,6.3.5,Sıvı Ölçme
Matematik,6,6.3.5.1,Sıvı ölçme birimlerini tanır ve birbirine dönüştürür.
Matematik,6,6.3.5.2,Sıvı ölçme birimlerini hacim ölçme birimleri ile ilişkilendirir.
Matematik,6,6.3.5.3,Sıvı ölçme birimleriyle ilgili problemler çözer.
Matematik,6,6.4,VERİ İŞLEME
Matematik,6,6.4.1,Veri Toplama ve Değerlendirme
Matematik,6,6.4.1.1,İki veri grubunu karşılaştırmayı gerektiren araştırma soruları oluşturur ve uygun verileri elde eder.
Matematik,6,6.4.1.2,İki gruba ait verileri ikili sıklık tablosu ve sütun grafiği ile gösterir.
Matematik,6,6.4.2,Veri Analizi
Matematik,6,6.4.2.1,Bir veri grubuna ait açıklığı hesaplar ve yorumlar.
Matematik,6,6.4.2.2,Bir veri grubuna ait aritmetik ortalamayı hesaplar ve yorumlar.
Matematik,6,6.4.2.3,İki gruba ait verileri karşılaştırmada ve yorumlamada aritmetik ortalama ve açıklığı kullanır.
Matematik,7,7.1,SAYILAR VE İŞLEMLER
Matematik,7,7.1.1,Tam Sayılarla İşlemler
Matematik,7,7.1.1.1,"Tam sayılarla toplama ve çıkarma işlemlerini yapar, ilgili problemleri çözer."
Matematik,7,7.1.1.1.1,"Çıkarma işleminin, eksilen ile çıkanın ters işaretlisinin toplamı anlamına geldiğini kavrar."
Matematik,7,7.1.1.1.2,"Tam sayıların kullanıldığı asansör, termometre gibi araçlar yatay, dikey sayı doğrusu gibi modellerle ilişkilendirilerek toplama ve çıkarma işlemlerine yer verilir."
Matematik,7,7.1.1.2,Toplama işleminin özelliklerini akıcı işlem yapmak için birer strateji olarak kullanır.
Matematik,7,7.1.1.2.1,"Örneğin 5+7+(-5)= ? toplamında sırasıyla değişme, birleşme, ters eleman ve etkisiz eleman özellikleri kullanılarak işlem şu şekilde yapılır: 5+7+(-5) = 5+((-5)+7) = (5+(-5))+7=0+7"
Matematik,7,7.1.1.2.2,"Toplama işleminin değişme, birleşme, ters eleman ve etkisiz eleman özellikleri ele alınır."
Matematik,7,7.1.1.3,Tam sayılarla çarpma ve bölme işlemlerini yapar.
Matematik,7,7.1.1.3.1,Tam sayılarla çarpma ve bölme işleminin anlamlandırılmasına yönelik uygun modellerle yapılacak çalışmalara yer verilir.
Matematik,7,7.1.1.3.2,"Çarpma işleminin değişme, birleşme, etkisiz eleman, yutan eleman özellikleri ile çarpmanın, toplama ve çıkarma işlemleri üzerine dağılma özelikleri incelenir."
Matematik,7,7.1.1.3.3,"Çarpma ve bölme işlemlerinde 0'ın, 1'in ve -1'in etkisi incelenir."
Matematik,7,7.1.1.4,Tam sayıların kendileri ile tekrarlı çarpımını üslü nicelik olarak ifade eder.
Matematik,7,7.1.1.4.1,Kuvvetin tek veya çift doğal sayı olması durumları incelenir.
Matematik,7,7.1.1.5,Tam sayılarla işlemler yapmayı gerektiren problemleri çözer.
Matematik,7,7.1.2,Rasyonel Sayılar
Matematik,7,7.1.2.1,Rasyonel sayıları tanır ve sayı doğrusunda gösterir.
Matematik,7,7.1.2.2,Rasyonel sayıları ondalık gösterimle ifade eder.
Matematik,7,7.1.2.2.1,Devirli olan ve olmayan ondalık gösterimler üzerinde durulur.
Matematik,7,7.1.2.3,Devirli olan ve olmayan ondalık gösterimleri rasyonel sayı olarak ifade eder.
Matematik,7,7.1.2.4,Rasyonel sayıları sıralar ve karşılaştırır.
Matematik,7,7.1.2.4.1,Rasyonel sayılar karşılaştırılırken kesirler için kullanılan stratejiler dikkate alınabilir.
Matematik,7,7.1.3,Rasyonel Sayılarla İşlemler
Matematik,7,7.1.3.1,Rasyonel sayılarla toplama ve çıkarma işlemlerini yapar.
Matematik,7,7.1.3.1.1,"Rasyonel sayılarda toplama işleminin değişme, birleşme, etkisiz eleman ve ters eleman özellikleri incelenir."
Matematik,7,7.1.3.2,Rasyonel sayılarla çarpma ve bölme işlemlerini yapar.
Matematik,7,7.1.3.2.1,"Rasyonel sayılarda çarpma işleminin değişme, birleşme, yutan ve ters eleman özellikleri ile çarpmanın, toplama ve çıkarma işlemleri üzerine dağılma özellikleri incelenir."
Matematik,7,7.1.3.3,Rasyonel sayılarla çok adımlı işlemleri yapar.
Matematik,7,7.1.3.3.1,Çok adımlı işlemlerde hangi işlemin daha önce yapılacağı ayraçlarla belirtilir.
Matematik,7,7.1.3.3.2,"Kesir çizgisi kullanılarak verilen işlemlerde, işlem önceliğinin kesir çizgisine göre belirlendiğivurgulanır."
Matematik,7,7.1.3.4,Rasyonel sayıların kare ve küplerini hesaplar.
Matematik,7,7.1.3.5,Rasyonel sayılarla işlem yapmayı gerektiren problemleri çözer.
Matematik,7,7.1.4,Oran ve Orantı
Matematik,7,7.1.4.1,Oranda çokluklardan birinin 1 olması durumunda diğerinin alacağı değeri belirler.
Matematik,7,7.1.4.2,Birbirine oranı verilen iki çokluktan biri verildiğinde diğerini bulur.
Matematik,7,7.1.4.3,Gerçek hayat durumlarını inceleyerek iki çokluğun orantılı olup olmadığına karar verir.
Matematik,7,7.1.4.3.1,İki oran eşitliğinin orantı olarak adlandırıldığı vurgulanır.
Matematik,7,7.1.4.3.2,Doğru orantılı çokluklar ele alınır.
Matematik,7,7.1.4.3.3,Doğru orantı grafiklerine girilmez.
Matematik,7,7.1.4.4,Doğru orantılı iki çokluk arasındaki ilişkiyi ifade eder.
Matematik,7,7.1.4.5,Doğru orantılı iki çokluğa ait orantı sabitini belirler ve yorumlar.
Matematik,7,7.1.4.6,Gerçek hayat durumlarını inceleyerek iki çokluğun ters orantılı olup olmadığına karar verir.
Matematik,7,7.1.4.6.1,Ters orantılı çoklukların çarpımının sabit olduğunu keşfetmeye yönelik çalışmalara yer verilir.
Matematik,7,7.1.4.6.2,Ters orantı grafiklerine girilmez
Matematik,7,7.1.4.7,Doğru ve ters orantıyla ilgili problemleri çözer.
Matematik,7,7.1.4.7.1,"Ölçek, karışım, indirim ve artış gibi durumları içeren problemlere yer verilir."
Matematik,7,7.1.5,Yüzdeler
Matematik,7,7.1.5.1,Bir çokluğun belirtilen bir yüzdesine karşılık gelen miktarını ve belirli bir yüzdesi verilen çokluğun tamamını bulur.
Matematik,7,7.1.5.1.1,"%120 gibi %100   den büyük ve %0,5 gibi %1   den küçük yüzdelik ifadelerin anlaşılmasına yönelik çalışmalara da yer verilir."
Matematik,7,7.1.5.1.2,Bir çokluğun belirtilen bir yüzdesini tahmin etmeye yönelik çalışmalara yer verilir.
Matematik,7,7.1.5.2,Bir çokluğu diğer bir çokluğun yüzdesi olarak hesaplar.
Matematik,7,7.1.5.3,Bir çokluğu belirli bir yüzde ile arttırmaya veya azaltmaya yönelik hesaplamalar yapar.
Matematik,7,7.1.5.4,Yüzde ile ilgili problemleri çözer.
Matematik,7,7.2,CEBİR
Matematik,7,7.2.1,Cebirsel İfadeler
Matematik,7,7.2.1.1,Cebirsel ifadelerle toplama ve çıkarma işlemleri yapar.
Matematik,7,7.2.1.1.1,Cebirsel ifadelerle toplama ve çıkarma işleminde uygun modeller kullanılır.
Matematik,7,7.2.1.2,Bir doğal sayı ile bir cebirsel ifadeyi çarpar.
Matematik,7,7.2.1.3,"Sayı örüntülerinin kuralını harfle ifade eder, kuralı harfle ifade edilen örüntünün istenilen terimini bulur."
Matematik,7,7.2.1.3.1,Adımlar arasındaki farkı sabit olan örüntülerle sınırlı kalınır.
Matematik,7,7.2.1.3.2,Değişken kullanımının önemi ve gerekliliği vurgulanır.
Matematik,7,7.2.1.3.3,"Sayı örüntüleri incelenerek örüntünün kuralını bir değişken ile (örneğin n cinsinden) yazmaya yönelik çalışmalar yapılır. Örneğin ilk dört terimi 3, 9, 15 ve 21 olan bir aritmetik örüntünün kuralı 6n  "
Matematik,7,7.2.1.3.4,Günlük hayat durumlarında veya şekil örüntülerindeki ilişkileri örüntüye dönüştürerek kuralı bulmaya yönelik çalışmalara da yer verilir.
Matematik,7,7.2.2,Eşitlik ve Denklem
Matematik,7,7.2.2.1,Eşitliğin korunumu ilkesini anlar.
Matematik,7,7.2.2.1.1,7 + 2 =$ +3 gibi eşitliklerin bozulmaması için $ yerine gelecek sayıyı bulmaya yönelik çalışmalar yapılır.
Matematik,7,7.2.2.1.2,Ekleme ve çıkarma durumlarında eşitliğin korunduğunu göstermek için terazi veya benzeri denge modellerine yer verilir.
Matematik,7,7.2.2.1.3,Eşitliğin her iki tarafına aynı sayının eklenmesi veya çıkarılması ve iki tarafın aynı sayıyla çarpılması veya bölünmesi durumunda eşitliğin korunması ele alınır.
Matematik,7,7.2.2.2,Birinci dereceden bir bilinmeyenli denklemi tanır ve verilen gerçek hayat durumlarına uygun birinci dereceden bir bilinmeyenli denklem kurar.
Matematik,7,7.2.2.3,Birinci dereceden bir bilinmeyenli denklemleri çözer.
Matematik,7,7.2.2.3.1,Denklemlerdeki katsayılar tam sayılardan seçilir.
Matematik,7,7.2.2.4,Birinci dereceden bir bilinmeyenli denklem kurmayı gerektiren problemleri çözer.
Matematik,7,7.3,GEOMETRİ VE ÖLÇME
Matematik,7,7.3.1,Doğrular ve Açılar
Matematik,7,7.3.1.1,Bir açıyı iki eş açıya ayırarak açıortayı belirler.
Matematik,7,7.3.1.1.1,Dinamik geometri yazılımlarından yararlanılabilir.
Matematik,7,7.3.1.2,"İki paralel doğruyla bir keseninin oluşturduğu yöndeş, ters, iç ters, dış ters açıları belirleyerek özelliklerini inceler; oluşan açıların eş veya bütünler olanlarını belirler; ilgili problemleri çözer."
Matematik,7,7.3.1.2.1,Aynı düzlemde olan üç doğrunun birbirine göre durumları ele alınır
Matematik,7,7.3.1.2.2,İki doğrunun birbirine paralel olup olmadığına karar vermeye yönelik çalışmalara da yer verilir. Bunu yaparken doğruların ortak kesenle yaptığı açıların eş olma durumlarından yararlanılabilir.
Matematik,7,7.3.2,Çokgenler
Matematik,7,7.3.2.1,Düzgün çokgenlerin kenar ve açı özelliklerini açıklar.
Matematik,7,7.3.2.1.1,Yalnızca dışbükey çokgenler incelenir.
Matematik,7,7.3.2.2,"Çokgenlerin köşegenlerini, iç ve dış açılarını belirler; iç açılarının ve dış açılarının ölçüleri toplamını hesaplar."
Matematik,7,7.3.2.2.1,İç açılar toplamını keşfetmeye yönelik çalışmalara yer verilir.
Matematik,7,7.3.2.3,"Dikdörtgen, paralelkenar, yamuk ve eşkenar dörtgeni tanır; açı özelliklerini belirler."
Matematik,7,7.3.2.3.1,"Kenarların oluşturduğu açılarla birlikte eşkenar dörtgen, kare ve dikdörtgende köşegenlerin oluşturduğu açılar da incelenir."
Matematik,7,7.3.2.3.2,"Kare, dikdörtgenin ve eşkenar dörtgenin özel bir durumu olarak ele alınır. Bunun yanı sıra dikdörtgen ve eşkenar dörtgen, paralelkenarın özel hâlleri olarak ele alınır. Ayrıca dikdörtgen, eşkenar dörtgen ve paralelkenar da yamuğun özel durumları olar"
Matematik,7,7.3.2.4,"Eşkenar dörtgen ve yamuğun alan bağıntılarını oluşturur, ilgili problemleri çözer."
Matematik,7,7.3.2.5,Alan ile ilgili problemleri çözer.
Matematik,7,7.3.2.5.1,"Üçgen, dikdörtgen, paralelkenar, yamuk veya eşkenar dörtgenden oluşan bileşik şekillerin alanlarını bulmayı gerektiren problemlere yer verilir."
Matematik,7,7.3.2.5.2,Dikdörtgenin çevre uzunluğuyla alanını ilişkilendirmeye yönelik çalışmalara yer verilir. Aynı alana sahip farklı dikdörtgenlerin çevre uzunlukları ile aynı çevre uzunluğuna sahip farklı dikdörtgenlerin alanları incelenir.
Matematik,7,7.3.3,Çember ve Daire
Matematik,7,7.3.3.1,"Çemberde merkez açıları, gördüğü yayları ve açı ölçüleri arasındaki ilişkileri belirler."
Matematik,7,7.3.3.2,Çemberin ve çember parçasının uzunluğunu hesaplar.
Matematik,7,7.3.3.2.1,Merkez açı ile çember parçasının uzunluğu ilişkilendirilirken orandan yararlanmaya yönelik çalışmalara yer verilir.
Matematik,7,7.3.3.3,Dairenin ve daire diliminin alanını hesaplar.
Matematik,7,7.3.3.3.1,Merkez açı ile daire diliminin alanı ilişkilendirilirken orandan yararlanmaya yönelik çalışmalara yer verilir.
Matematik,7,7.3.4,Cisimlerin Farklı Yönlerden Görünümleri
Matematik,7,7.3.4.1,Üç boyutlu cisimlerin farklı yönlerden iki boyutlu görünümlerini çizer.
Matematik,7,7.3.4.1.1,Eş küplerden oluşturulmuş yapılar ve bilinen geometrik cisimler kullanılır. Çizim için uygun kareli kâğıtlar kullanılır. Yapıların farklı yönlerden görünümlerinin ilişkilendirilmesi istenir (ön-arka ve sağ-sol görüntülerinin simetrik olması gibi
Matematik,7,7.3.4.1.2,Uygun bilgi ve iletişim teknolojileriyle etkileşimli çalışmalara yer verilebilir.
Matematik,7,7.3.4.2,Farklı yönlerden görünümlerine ilişkin çizimleri verilen yapıları oluşturur.
Matematik,7,7.3.4.2.1,Eş küplerden oluşturulmuş yapılar ve bilinen geometrik cisimler kullanılır. Eş küplerle oluşan yapıları çizmek için izometrik kâğıt kullanılabilir.
Matematik,7,7.3.4.2.2,Uygun bilgi ve iletişim teknolojileriyle etkileşimli çalışmalara yer verilebilir.
Matematik,7,7.4,VERİ İŞLEME
Matematik,7,7.4.1,Veri Analizi
Matematik,7,7.4.1.1,Verilere ilişkin çizgi grafiği oluşturur ve yorumlar.
Matematik,7,7.4.1.1.1,İki veri grubuna ait grafik oluşturma çalışmalarına da yer verilir.
