Ders Adı,Sınıf,Kazanım Kodu,Ünite/Konu/Kazanım/Alt Kazanım
Türk Dili ve Edebiyatı,10,10.12.4,Nasıl Yazmalıyız?
Türk Dili ve Edebiyatı,10,10.13,PARAGRAFIN YAPISI
Türk Dili ve Edebiyatı,10,10.13.1,Paragrafı İkiye Ayırma
Türk Dili ve Edebiyatı,10,10.13.2,Paragrafta Boş Bırakılan Yerleri Tamamlama
Türk Dili ve Edebiyatı,10,10.13.3,Paragrafta Anlatım Akışını Bozan Cümle
Türk Dili ve Edebiyatı,10,10.13.4,Paragrafa Cümle Yerleştirme
Türk Dili ve Edebiyatı,10,10.13.5,Cümlelerden Paragraf Oluşturma
Türk Dili ve Edebiyatı,10,10.13.6,Paragrafta Cümlelerin Yerini Değiştirme
Türk Dili ve Edebiyatı,10,10.14,PARAGRAF YORUMU
Türk Dili ve Edebiyatı,10,10.14.1,Paragrafta Ana Düşünce (Ana Fikir)
Türk Dili ve Edebiyatı,10,10.14.2,Paragrafta Yardımcı Düşünceler
Türk Dili ve Edebiyatı,10,10.14.3,Paragrafın Karşılık Olduğu Soruyu Belirleme
Türk Dili ve Edebiyatı,10,10.14.4,Paragrafın Yorumlanması
Türk Dili ve Edebiyatı,10,10.14.5,Diyaloğun Yorumlanması
Türk Dili ve Edebiyatı,10,10.14.6,Paragrafın Konusu
Türk Dili ve Edebiyatı,10,10.14.7,Paragraf-Başlık İlişkisi
Türk Dili ve Edebiyatı,10,10.14.8,İki Paragrafın Karşılaştırılması
Türk Dili ve Edebiyatı,10,10.14.9,Diyalogta Boş Bırakılan Yerleri Tamamlama
Türk Dili ve Edebiyatı,10,10.14.10,Paragrafa Özgü Soru Kökü
Türk Dili ve Edebiyatı,10,10.14.11,Bir Paragrafa Bağlı Çoklu Sorular
Türk Dili ve Edebiyatı,10,10.15,"SES, YAZIM, NOKTALAMA"
Türk Dili ve Edebiyatı,10,10.15.1,Ses Olayları
Türk Dili ve Edebiyatı,10,10.15.2,Yazım Kuralları
Türk Dili ve Edebiyatı,10,10.15.3,Noktalama İşaretleri
Türk Dili ve Edebiyatı,10,10.16,TAMLAMALAR
Türk Dili ve Edebiyatı,10,10.16.1,İsim Tamlamaları
Türk Dili ve Edebiyatı,10,10.16.2,Sıfat Tamlamaları
Türk Dili ve Edebiyatı,10,10.16.3,Tamlamalar - Karma
Türk Dili ve Edebiyatı,10,10.17,FİİLİMSİLER
Türk Dili ve Edebiyatı,10,10.17.1,Fiilimsiler
Türk Dili ve Edebiyatı,10,10.18,CÜMLE TÜRLERİ
Türk Dili ve Edebiyatı,10,10.18.1,Cümle Türleri
Türk Dili ve Edebiyatı,11,11.1,TÜRK DİLİ VE EDEBİYATINA GİRİŞ
Türk Dili ve Edebiyatı,11,11.1.1,Edebiyat ve Toplum İlişkisi
Türk Dili ve Edebiyatı,11,11.1.1.1,Edebiyatın toplumla ilişkisini belirler.
Türk Dili ve Edebiyatı,11,11.1.2,Edebiyatın Sanat Akımlarıyla İlişkisi
Türk Dili ve Edebiyatı,11,11.1.2.1,Edebiyatın sanat akımlarıyla ilişkisini belirler.
Türk Dili ve Edebiyatı,11,11.1.3,Edebi Akımlar
Türk Dili ve Edebiyatı,11,11.1.3.1,Edebi akımları ve edebiyata yansımalarını bilir.
Türk Dili ve Edebiyatı,11,11.2,HİKÂYE
Türk Dili ve Edebiyatı,11,11.2.1,Cumhuriyet Dönemi'nde Hikâye (1923-1940)
Türk Dili ve Edebiyatı,11,11.2.1.1,1923-1940 arası hikâyesinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.2.2,Cumhuriyet Dönemi'nde Hikâye (1940-1960)
Türk Dili ve Edebiyatı,11,11.2.2.1,1940-1960 arası hikâyesinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.2.2.2,Toplumcu gerçekçi hikâyelerin özelliklerini kavrar ve bu anlayışla eser veren yazarları bilir.
Türk Dili ve Edebiyatı,11,11.2.2.3,Bireyin iç dünyasını esas alan hikâyelerin özelliklerini kavrar ve bu anlayışla eser veren yazarları bilir.
Türk Dili ve Edebiyatı,11,11.2.2.4,Modernist hikâyelerin özelliklerini kavrar ve bu anlayışla eser veren yazarları bilir.
Türk Dili ve Edebiyatı,11,11.2.2.5,Dini ve milli duyarlılıkları yansıtan hikâyelerin özelliklerini kavrar ve bu anlayışla eser veren yazarları bilir.
Türk Dili ve Edebiyatı,11,11.3,ŞİİR
Türk Dili ve Edebiyatı,11,11.3.1,Tanzimat Dönemi'nde Şiir
Türk Dili ve Edebiyatı,11,11.3.1.1,Tanzimat Dönemi şiirinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.3.1.2,Tanzimat Dönemi şairlerini tanır.
Türk Dili ve Edebiyatı,11,11.3.2,Servetifünun (Edebiyat-ı Cedide) Dönemi'nde Şiir
Türk Dili ve Edebiyatı,11,11.3.2.1,Servetifünun Dönemi şiirinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.3.2.2,Servetifünun Dönemi şairlerini tanır.
Türk Dili ve Edebiyatı,11,11.3.3,Fecriati Dönemi'nde  Şiir
Türk Dili ve Edebiyatı,11,11.3.3.1,Fecriati şiirinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.3.3.2,Fecriati şairlerini tanır.
Türk Dili ve Edebiyatı,11,11.3.4,Saf Şiir
Türk Dili ve Edebiyatı,11,11.3.5,Millî Edebiyat Dönemi'nde Şiir
Türk Dili ve Edebiyatı,11,11.3.5.1,1910-1923 arasında gelişen Türk şiirinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.3.5.2,Beş Hececileri tanır ve şiirlerinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.3.5.3,Halkın yaşam biçimini anlatan manzum hikâyelerin genel özelliklerini kavrar ve Mehmet Akif Ersoy hakkında fikir sahibi olur.
Türk Dili ve Edebiyatı,11,11.3.6,Cumhuriyet Dönemi'nde Şiir
Türk Dili ve Edebiyatı,11,11.3.6.1,Cumhuriyet'in ilk yıllarında yazılan şiirlerin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.3.7,Türkiye Dışındaki Çağdaş Türk Şiiri
Türk Dili ve Edebiyatı,11,11.3.7.1,Türkiye dışında yazılan çağdaş Türk şiirinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.3.8,Şiir Bilgisi Genel Konular
Türk Dili ve Edebiyatı,11,11.3.8.1,Metinde geçen kelime ve kelime gruplarının anlamlarını tespit eder.
Türk Dili ve Edebiyatı,11,11.3.8.2,Şiirin temasını belirler.
Türk Dili ve Edebiyatı,11,11.3.8.3,Şiirde ahengi sağlayan özellikleri/unsurları belirler.
Türk Dili ve Edebiyatı,11,11.3.8.4,Şiirin nazım biçimini ve nazım türünü tespit eder.
Türk Dili ve Edebiyatı,11,11.3.8.5,"Şiirdeki mazmun, imge ve edebî sanatları belirleyerek bunların anlama katkısını değerlendirir."
Türk Dili ve Edebiyatı,11,11.3.8.6,Şiirde söyleyici ile hitap edilen kişi/varlık arasındaki ilişkiyi belirler.
Türk Dili ve Edebiyatı,11,11.3.8.7,"Şiirde millî, manevi ve evrensel değerler ile sosyal, siyasi, tarihî ve mitolojik ögeleri belirler."
Türk Dili ve Edebiyatı,11,11.3.8.8,"Şiirde edebiyat, sanat ve fikir akımlarının/anlayışlarının yansımalarını değerlendirir."
Türk Dili ve Edebiyatı,11,11.3.8.9,Şiiri yorumlar.
Türk Dili ve Edebiyatı,11,11.3.8.10,Şair ile şiir arasındaki ilişkiyi değerlendirir.
Türk Dili ve Edebiyatı,11,11.3.8.11,Türün/biçimin ve dönemin/akımın diğer önemli yazarlarını ve eserlerini sıralar.
Türk Dili ve Edebiyatı,11,11.3.8.12,Metinler arası karşılaştırmalar yapar.
Türk Dili ve Edebiyatı,11,11.4,MAKALE
Türk Dili ve Edebiyatı,11,11.4.1,Makale
Türk Dili ve Edebiyatı,11,11.4.1.1,Makale türünün genel özelliklerini kavrar ve bilimsel makalenin bölümlerini bilir.
Türk Dili ve Edebiyatı,11,11.4.1.2,Münazaranın özelliklerini kavrar münazara yapar.
Türk Dili ve Edebiyatı,11,11.5,SOHBET VE FIKRA
Türk Dili ve Edebiyatı,11,11.5.1,Sohbet
Türk Dili ve Edebiyatı,11,11.5.1.1,Sohbeti tanımlar ve genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.5.1.2,Cumhuriyet öncesindeki sohbet türünün genel özelliklerini bilir.
Türk Dili ve Edebiyatı,11,11.5.1.3,Cumhuriyet Dönemi'ndeki sohbet türünün genel özelliklerini bilir.
Türk Dili ve Edebiyatı,11,11.5.1.4,Cumhuriyet Dönemi sohbet yazarlarını tanır.
Türk Dili ve Edebiyatı,11,11.5.2,Fıkra
Türk Dili ve Edebiyatı,11,11.5.2.1,Fıkrayı tanımlar ve genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.5.2.2,Cumhuriyet öncesindeki fıkra türünün genel özelliklerini bilir.
Türk Dili ve Edebiyatı,11,11.5.2.3,Cumhuriyet Dönemi'ndeki fıkra türünün genel özelliklerini bilir.
Türk Dili ve Edebiyatı,11,11.5.2.4,Cumhuriyet Dönemi fıkra yazarlarını tanır.
Türk Dili ve Edebiyatı,11,11.6,ROMAN
Türk Dili ve Edebiyatı,11,11.6.1,Cumhuriyet Dönemi'nde Roman (1923-1950 Arası)
Türk Dili ve Edebiyatı,11,11.6.1.1,1923-1950 arasında eser veren yazarların ve bu dönemde yazılan romanların genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.6.1.2,1923-1950 arasında eser veren roman yazarlarını tanır.
Türk Dili ve Edebiyatı,11,11.6.2,Cumhuriyet Dönemi'nde Roman (1950-1980 Arası)
Türk Dili ve Edebiyatı,11,11.6.2.1,1950-1980 arasında eser veren yazarların ve bu dönemde yazılan romanların genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.6.2.2,1950-1980 arasında eser veren roman yazarlarını tanır.
Türk Dili ve Edebiyatı,11,11.6.3,Dünya Edebiyatında Roman
Türk Dili ve Edebiyatı,11,11.6.3.1,Roman türünün dünya edebiyatındaki gelişimini bilir.
Türk Dili ve Edebiyatı,11,11.7,TİYATRO
Türk Dili ve Edebiyatı,11,11.7.1,Cumhuriyet Dönemi'nde Tiyatro (1923-1950 Arası)
Türk Dili ve Edebiyatı,11,11.7.1.1,Tiyatroyu tanımlar ve genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.7.1.2,Cumhuriyet Dönemi tiyatrosunu tanır.
Türk Dili ve Edebiyatı,11,11.7.1.3,1923-1950 tiyatrosunun genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.7.1.4,1923-1950 arasında tiyatro eseri veren yazarları tanır.
Türk Dili ve Edebiyatı,11,11.7.2,Cumhuriyet Dönemi'nde Tiyatro (1950-1980 Arası)
Türk Dili ve Edebiyatı,11,11.7.2.1,1950-1980 tiyatrosunun genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,11,11.7.2.2,1950-1980 arasında tiyatro eseri veren yazarları tanır.
Türk Dili ve Edebiyatı,11,11.7.3,Dünya Edebiyatında Tiyatro
Türk Dili ve Edebiyatı,11,11.7.3.1,Tiyatro türünün dünya edebiyatındaki gelişimini bilir.
Türk Dili ve Edebiyatı,11,11.8,ELEŞTİRİ
Türk Dili ve Edebiyatı,11,11.8.1,Eleştiri
Türk Dili ve Edebiyatı,11,11.8.1.1,"Eleştiri türünü tanır, genel özelliklerini, türlerini ve tarihî gelişimini inceler."
Türk Dili ve Edebiyatı,11,11.8.1.2,Tanzimat'tan Cumhuriyet Dönemi'ne eleştiri yazarlarını tanır.
Türk Dili ve Edebiyatı,11,11.9,MÜLAKAT/RÖPORTAJ
Türk Dili ve Edebiyatı,11,11.9.1,Mülakat
Türk Dili ve Edebiyatı,11,11.9.1.1,"Mülakat türünü tanır, genel özelliklerini, türlerini ve mülakat yapılırken dikkat edilmesi gerekenleri bilir."
Türk Dili ve Edebiyatı,11,11.9.1.2,Mülakatın Türk edebiyatındaki tarihi gelişimini bilir ve mülakat yazarlarını tanır.
Türk Dili ve Edebiyatı,11,11.9.2,Röportaj
Türk Dili ve Edebiyatı,11,11.9.2.1,"Röportaj türünü tanır, genel özelliklerini, türlerini ve mülakat ile arasındaki farkı bilir."
Türk Dili ve Edebiyatı,11,11.9.2.2,Röportajın Türk edebiyatındaki tarihi gelişimini bilir ve röportaj yazarlarını tanır.
Türk Dili ve Edebiyatı,11,11.10,SÖZCÜKTE VE SÖZ ÖBEKLERİNDE ANLAM
Türk Dili ve Edebiyatı,11,11.10.1,Sözcükte Anlam
Türk Dili ve Edebiyatı,11,11.10.2,Metne Sözcük Yerleştirme
Türk Dili ve Edebiyatı,11,11.10.3,Sözcükler Arası Anlam İlişkileri
Türk Dili ve Edebiyatı,11,11.10.4,Söz Öbeklerinde Anlam
Türk Dili ve Edebiyatı,11,11.10.5,Deyimler ve Atasözleri
Türk Dili ve Edebiyatı,11,11.11,CÜMLEDE ANLAM
Türk Dili ve Edebiyatı,11,11.11.1,Cümleler Arasındaki Anlam İlişkileri
Türk Dili ve Edebiyatı,11,11.11.2,Cümlede Kavramlar
Türk Dili ve Edebiyatı,11,11.11.3,Parçadaki Cümlelerin İçerik ve Özellikleri
Türk Dili ve Edebiyatı,11,11.11.4,Cümleyi Yorumlama ve Açıklama
Türk Dili ve Edebiyatı,11,11.11.5,Verilen Sözlerden Anlamlı Cümle Oluşturma
Türk Dili ve Edebiyatı,11,11.11.6,İki Cümleyi Birleştirme
Türk Dili ve Edebiyatı,11,11.11.7,İki Cümleyi Karşılaştırma
Türk Dili ve Edebiyatı,11,11.12,ANLATIM BİÇİMLERİ VE DÜŞÜNCEYİ GELİŞTİRME YOLLARI
Türk Dili ve Edebiyatı,11,11.12.1,Anlatım Teknikleri
Türk Dili ve Edebiyatı,11,11.12.2,Düşünceyi Geliştirme Yolları
Türk Dili ve Edebiyatı,11,11.12.3,Anlam ve Dil Bilgisiyle İlgili Ayrıntılar
Türk Dili ve Edebiyatı,11,11.12.4,Nasıl Yazmalıyız?
Türk Dili ve Edebiyatı,11,11.13,PARAGRAFIN YAPISI
Türk Dili ve Edebiyatı,11,11.13.1,Paragrafı İkiye Ayırma
Türk Dili ve Edebiyatı,11,11.13.2,Paragrafta Boş Bırakılan Yerleri Tamamlama
Türk Dili ve Edebiyatı,11,11.13.3,Paragrafta Anlatım Akışını Bozan Cümle
Türk Dili ve Edebiyatı,11,11.13.4,Paragrafa Cümle Yerleştirme
Türk Dili ve Edebiyatı,11,11.13.5,Cümlelerden Paragraf Oluşturma
Türk Dili ve Edebiyatı,11,11.13.6,Paragrafta Cümlelerin Yerini Değiştirme
Türk Dili ve Edebiyatı,11,11.14,PARAGRAF YORUMU
Türk Dili ve Edebiyatı,11,11.14.1,Paragrafta Ana Düşünce (Ana Fikir)
Türk Dili ve Edebiyatı,11,11.14.2,Paragrafta Yardımcı Düşünceler
Türk Dili ve Edebiyatı,11,11.14.3,Paragrafın Karşılık Olduğu Soruyu Belirleme
Türk Dili ve Edebiyatı,11,11.14.4,Paragrafın Yorumlanması
Türk Dili ve Edebiyatı,11,11.14.5,Diyaloğun Yorumlanması
Türk Dili ve Edebiyatı,11,11.14.6,Paragrafın Konusu
Türk Dili ve Edebiyatı,11,11.14.7,Paragraf-Başlık İlişkisi
Türk Dili ve Edebiyatı,11,11.14.8,İki Paragrafın Karşılaştırılması
Türk Dili ve Edebiyatı,11,11.14.9,Diyalogta Boş Bırakılan Yerleri Tamamlama
Türk Dili ve Edebiyatı,11,11.14.10,Paragrafa Özgü Soru Kökü
Türk Dili ve Edebiyatı,11,11.14.11,Bir Paragrafa Bağlı Çoklu Sorular
Türk Dili ve Edebiyatı,11,11.15,"SES, YAZIM, NOKTALAMA"
Türk Dili ve Edebiyatı,11,11.15.1,Ses Olayları
Türk Dili ve Edebiyatı,11,11.15.2,Yazım Kuralları
Türk Dili ve Edebiyatı,11,11.15.3,Noktalama İşaretleri
Türk Dili ve Edebiyatı,11,11.16,CÜMLENİN ÖGELERİ
Türk Dili ve Edebiyatı,11,11.16.1,Cümlenin Ögeleri
Türk Dili ve Edebiyatı,11,11.17,ANLATIM BOZUKLUKLARI
Türk Dili ve Edebiyatı,11,11.17.1,Yapısal Anlatım Bozuklukları
Türk Dili ve Edebiyatı,11,11.17.2,Anlamsal Anlatım Bozuklukları
Türk Dili ve Edebiyatı,12,12.1,TÜRK DİLİ VE EDEBİYATINA GİRİŞ
Türk Dili ve Edebiyatı,12,12.1.1,Edebiyatın Düşünce Akımları (Felsefe) ile İlişkisi
Türk Dili ve Edebiyatı,12,12.1.1.1,Edebiyatın düşünce akımları ile ilişkisini belirler.
Türk Dili ve Edebiyatı,12,12.1.2,Edebiyatın Psikoloji ve Psikiyatri ile İlişkisi
Türk Dili ve Edebiyatı,12,12.1.2.1,Edebiyatın psikoloji ve psikiyatri ile ilişkisini belirler.
Türk Dili ve Edebiyatı,12,12.1.3,Dilin Tarihî Süreç İçerisindeki Değişimini Etkileyen Sebepler
Türk Dili ve Edebiyatı,12,12.1.3.1,Dilin tarihî süreç içerisindeki değişimini etkileyen sebepleri kavrar.
Türk Dili ve Edebiyatı,12,12.1.4,İlk Örneklerden Günümüze Türkçenin Önemli Sözlükleri
Türk Dili ve Edebiyatı,12,12.1.4.1,İlk örneklerden günümüze Türkçenin önemli sözlüklerini belirler.
Türk Dili ve Edebiyatı,12,12.2,HİKÂYE
Türk Dili ve Edebiyatı,12,12.2.1,1960 Sonrası Dönemde Hikâye
Türk Dili ve Edebiyatı,12,12.2.1.1,Hikâye türünün önemli yazarlarını ve eserlerini sıralar.
Türk Dili ve Edebiyatı,12,12.2.1.2,1960 sonrası hikâyesinin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,12,12.2.1.3,Küçürek (minimal) hikâyenin genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,12,12.3,ŞİİR
Türk Dili ve Edebiyatı,12,12.3.1,Cumhuriyet Dönemi Saf Şiir Anlayışı
Türk Dili ve Edebiyatı,12,12.3.1.1,Cumhuriyet Dönemi saf şiir anlayışının genel özelliklerini bilir.
Türk Dili ve Edebiyatı,12,12.3.1.2,Cumhuriyet Dönemi saf şiir anlayışının şairlerini bilir.
Türk Dili ve Edebiyatı,12,12.3.2,Cumhuriyet Dönemi'nde (1923-1960) Toplumcu Eğilimleri Yansıtan Şiir
Türk Dili ve Edebiyatı,12,12.3.2.1,Cumhuriyet Dönemi'nden (1923-1960) toplumcu eğilimleri yansıtan şiirlerin genel özelliklerini bilir.
Türk Dili ve Edebiyatı,12,12.3.2.2,Cumhuriyet Dönemi'nden (1923-1960) toplumcu eğilimleri yansıtan şairleri bilir.
Türk Dili ve Edebiyatı,12,12.3.3,Millî Edebiyat Anlayışını Yansıtan Şiir
Türk Dili ve Edebiyatı,12,12.3.3.1,Millî Edebiyat anlayışını yansıtan şiir anlayışının genel özelliklerini bilir.
Türk Dili ve Edebiyatı,12,12.3.3.2,Millî Edebiyat anlayışını yansıtan şiir anlayışının şairleri bilir.
Türk Dili ve Edebiyatı,12,12.3.4,Garip Akımı Şiir Anlayışı
Türk Dili ve Edebiyatı,12,12.3.4.1,Garip akımına ait şiir anlayışının genel özelliklerini bilir.
Türk Dili ve Edebiyatı,12,12.3.4.2,Garip akımınının şairlerini bilir.
Türk Dili ve Edebiyatı,12,12.3.5,İkinci Yeni Şiir Anlayışı
Türk Dili ve Edebiyatı,12,12.3.5.1,İkinci yeni şiir anlayışının genel özelliklerini bilir.
Türk Dili ve Edebiyatı,12,12.3.5.2,İkinci yeni şairlerini bilir.
Türk Dili ve Edebiyatı,12,12.3.6,"Dinî Değerleri, Geleneğe Duyarlığı ve Metafizik Anlayışı Öne Çıkaran Modern Şiir Anlayışı"
Türk Dili ve Edebiyatı,12,12.3.6.1,"Dinî değerleri, geleneğe duyarlığı ve metafizik anlayışı öne çıkaran modern şiirlerin genel özelliklerini bilir."
Türk Dili ve Edebiyatı,12,12.3.6.2,"Dinî değerleri, geleneğe duyarlığı ve metafizik anlayışı öne çıkaran modern şairleri tanır."
Türk Dili ve Edebiyatı,12,12.3.7,1960 Sonrası Toplumcu Eğilimleri Yansıtan Şiir Anlayışı
Türk Dili ve Edebiyatı,12,12.3.7.1,1960 sonrası toplumcu eğilimleri yansıtan şiir anlayışının genel özelliklerini bilir.
Türk Dili ve Edebiyatı,12,12.3.7.2,1960 sonrası toplumcu eğilimleri yansıtan şairleri bilir.
Türk Dili ve Edebiyatı,12,12.3.8,1980 Sonrası Türk Şiir Anlayışı
Türk Dili ve Edebiyatı,12,12.3.8.1,1980 sonrası Türk şiir anlayışının genel özelliklerini bilir.
Türk Dili ve Edebiyatı,12,12.3.8.2,1980 sonrası Türk şairlerini bilir.
Türk Dili ve Edebiyatı,12,12.3.9,Cumhuriyet Sonrası Halk Şiir Anlayışı
Türk Dili ve Edebiyatı,12,12.3.9.1,Cumhuriyet sonrası halk şiir anlayışının genel özelliklerini bilir.
Türk Dili ve Edebiyatı,12,12.3.9.2,Cumhuriyet sonrası halk şairlerini bilir.
Türk Dili ve Edebiyatı,12,12.3.10,Şiir Bilgisi Genel Konular
Türk Dili ve Edebiyatı,12,12.3.10.1,Metinde geçen kelime ve kelime gruplarının anlamlarını tespit eder.
Türk Dili ve Edebiyatı,12,12.3.10.2,Şiirin temasını belirler.
Türk Dili ve Edebiyatı,12,12.3.10.3,Şiirde ahengi sağlayan özellikleri/unsurları belirler.
Türk Dili ve Edebiyatı,12,12.3.10.4,Şiirin nazım biçimini ve nazım türünü tespit eder.
Türk Dili ve Edebiyatı,12,12.3.10.5,"Şiirdeki mazmun, imge ve edebî sanatları belirleyerek bunların anlama katkısını değerlendirir."
Türk Dili ve Edebiyatı,12,12.3.10.6,Şiirde söyleyici ile hitap edilen kişi/varlık arasındaki ilişkiyi belirler.
Türk Dili ve Edebiyatı,12,12.3.10.7,"Şiirde millî, manevi ve evrensel değerler ile sosyal, siyasi, tarihî ve mitolojik ögeleri belirler."
Türk Dili ve Edebiyatı,12,12.3.10.8,"Şiirde edebiyat, sanat ve fikir akımlarının/anlayışlarının yansımalarını değerlendirir."
Türk Dili ve Edebiyatı,12,12.3.10.9,Şiiri yorumlar.
Türk Dili ve Edebiyatı,12,12.3.10.10,Şair ile şiir arasındaki ilişkiyi değerlendirir.
Türk Dili ve Edebiyatı,12,12.3.10.11,Türün/biçimin ve dönemin/akımın diğer önemli yazarlarını ve eserlerini sıralar.
Türk Dili ve Edebiyatı,12,12.3.10.12,Metinler arası karşılaştırmalar yapar.
Türk Dili ve Edebiyatı,12,12.4,ROMAN
Türk Dili ve Edebiyatı,12,12.4.1,Cumhuriyet Dönemi Türk Edebiyatında Roman (1923-1950 Arası)
Türk Dili ve Edebiyatı,12,12.4.1.1,1923-1950 arasında Türk edebiyatında yazılan romanların genel özelliklerini kavrar.
Türk Dili ve Edebiyatı,12,12.4.1.2,1923-1950 arasında Türk edebiyatında eser veren roman yazarlarını tanır.
